"PUID","Format Name","Format Version","Format Risk","Extension"
"x-fmt/193","Unisys (Sperry) System Data File","","","sdf,"
"fmt/1093","Alias Scene Description Language","","","sdl,"
"x-fmt/449","Steel Detailing Neutral Format","","","sdn,"
"fmt/623","SmartDraw","","","sdr,"
"fmt/586","LifeTechnologies SDS","","","sds,"
"x-fmt/290","AMI Draw Vector Image","","","sdw,"
"fmt/1160","Folio Shadow File","3","","sdw,"
"fmt/1161","Folio Shadow File","4","","sdw,"
"fmt/812","StarOffice Writer","3.x","","sdw,"
"fmt/813","StarOffice Writer","4.x","","sdw,"
"x-fmt/400","StarOffice Writer","5.x","","sdw,"
"fmt/363","SEG Y Data Exchange Format","Generic","","segy,"
"fmt/1557","Cyber Paint Sequence","","","seq,"
"fmt/1498","Cool Edit/Adobe Audition Session File","Binary","","ses,"
"fmt/1499","Adobe Audition Session File","XML","","sesx,"
"fmt/1229","Sibelius Sound Set Definition","","","set,"
"fmt/504","Standard Flowgram Format","","","sff,"
"fmt/1207","Sony SFK File","","","sfk,"
"fmt/1104","Seattle FilmWorks SFW Image Format","","","sfw,"
"fmt/1558","SelF-eXtracting LHA/LZH Compressed Files","","","sfx,"
"fmt/1403","Student Writing Center Sign","","","sg,sgt,"
"x-fmt/195","Standard Generalized Markup Language","","","sgml,sgm,"
"fmt/957","DirectMusic Segment File Format","","","sgt,"
"x-fmt/101","Harvard Graphics Show","3.0","","sh3,"
"fmt/992","SHA1 File","","","sha1,"
"fmt/991","SHA256 File","","","sha256,"
"fmt/1797","SHA512 File","","","sha512,"
"fmt/329","Shell Archive Format","","","shar,"
"fmt/850","NuFile Exchange Archival Library","","","shk,sdk,bxy,"
"x-fmt/102","3D Studio (DOS) 2D Shape File","","","shp,"
"x-fmt/235","ESRI Arc/View ShapeFile","","","shp,"
"fmt/1303","Microsoft Shell Scrap Object File","","","shs,"
"fmt/878","Corel Presentation","3","","shw,"
"fmt/877","Corel Presentation","7-8-9","","shw,"
"x-fmt/324","Harvard Graphics Show","2.0","","shw,"
"fmt/1837","WordPerfect Presentations","2","","shw,"
"x-fmt/103","AutoCAD Compiled Shape/Font File","","","shx,"
"fmt/277","ESRI Arc/View Shapefile Index","","","shx,"
"fmt/161","SIARD (Software-Independent Archiving of Relational Databases)","1.0","","siard,"
"fmt/995","SIARD (Software-Independent Archiving of Relational Databases)","2.0","","siard,"
"fmt/1196","SIARD (Software-Independent Archiving of Relational Databases)","2.1","","siard,"
"fmt/1777","SIARD (Software-Independent Archiving of Relational Databases)","2.2","","siard,"
"fmt/696","Sibelius","","","sib,"
"fmt/392","MrSID Image Format (Multi-resolution Seamless Image Database)","","","sid,"
"fmt/316","Real SID Audio","","","sid,"
"fmt/213","ScanIt Document","","","sid,"
"fmt/314","Play SID Audio","1","","sid,psid,"
"fmt/315","Play SID Audio","2","","sid,psid,"
"fmt/1751","Canon SIF File","","","sif,"
"fmt/883","Siegfried Signature File","","","sig,"
"fmt/1068","Silo","HDF5 Variant","","silo,"
"fmt/1067","Silo","PDB Variant","","silo,"
"fmt/1459","Stuffit Archive File","1.5","","sit,"
"fmt/1460","Stuffit Archive File","1.6-4.5","","sit,"
"fmt/639","Stuffit Archive File","5","","sit,"
"fmt/399","Stuffit X Archive File","","","sitx,"
"x-fmt/451","SketchUp Document","","","skb,skp,"
"fmt/1259","SketchUp Document","1","","skb,skp,"
"x-fmt/306","AutoSketch Drawing","","","skf,"
"fmt/1267","SketchUp Document","13","","skp,skb,"
"fmt/1268","SketchUp Document","14","","skp,skb,"
"fmt/1269","SketchUp Document","15","","skp,skb,"
"fmt/1270","SketchUp Document","16","","skp,skb,"
"fmt/1271","SketchUp Document","17","","skp,skb,"
"fmt/1272","SketchUp Document","18","","skp,skb,"
"fmt/1273","SketchUp Document","19","","skp,skb,"
"fmt/1260","SketchUp Document","2","","skp,skb,"
"fmt/1261","SketchUp Document","3","","skp,skb,"
"fmt/1262","SketchUp Document","4","","skp,skb,"
"fmt/1263","SketchUp Document","5","","skp,skb,"
"fmt/1264","SketchUp Document","6","","skp,skb,"
"fmt/1265","SketchUp Document","7","","skp,skb,"
"fmt/1266","SketchUp Document","8","","skp,skb,"
"fmt/1091","Scribus Document","","","sla,scd,"
"x-fmt/104","AutoCAD Slide Library","","","slb,"
"x-fmt/105","AutoCAD Slide","","","sld,"
"fmt/636","Microsoft PowerPoint Macro-Enabled Slide","2007","","sldm,"
"x-fmt/106","Microsoft Symbolic Link (SYLK) File","","","slk,"
"fmt/1764","Sony SLV File","","","slv,"
"fmt/205","Synchronized Multimedia Integration Language (Generic)","","","smil,smi,"
"fmt/1234","Smacker Video","","","smk,"
"fmt/1766","Sony SML File","","","sml,"
"fmt/1560","Sample Vision Audio File Format","","","smp,"
"fmt/781","Snoop Packet Capture","","","snoop,"
"fmt/1482","Access Report Snapshot","","","snp,"
"fmt/1058","SNAP Processed Data File","","","snpdf,"
"fmt/1672","Linux/i386 Binary Executable File ZMAGIC","","","so,o,"
"fmt/1559","Beam Software SIFF File","","","son,vb,"
"fmt/1246","SOSI","","","sos,"
"fmt/1247","SOSI","4.0","","sos,"
"fmt/1248","SOSI","4.1","","sos,"
"fmt/1249","SOSI","4.5","","sos,"
"fmt/1250","SOSI","8.1","","sos,"
"fmt/963","OMNIC Spectral Data File","","","spa,"
"fmt/1575","Spectrum 512 Compressed | Spectrum 512 Smooshed","","","spc,sps,"
"fmt/1569","Bitstream Speedo Fonts","","","spd,"
"fmt/1561","SpritePad Image Format","","","spd,"
"fmt/112","Still Picture Interchange File Format","1.0","","spf,jpg,"
"fmt/1846","Fountain Markup Language File","","","spmd,fountain,"
"fmt/1517","Serif PhotoPlus Image","5-X2","","spp,"
"fmt/1518","Serif PhotoPlus Image","X3 Onwards","","spp,"
"fmt/1576","Spectrum 512 Uncompressed | Spectrum 512 Uncompressed Enhanced","","","spu,"
"fmt/274","SPSS Output File (spv)","","","spv,"
"fmt/1577","Spectrum 512 Extended","1","","spx,"
"fmt/1578","Spectrum 512 Extended","2","","spx,"
"fmt/1579","SPYne Containers","","","spy,"
"fmt/206","Structured Query Language Data","","","sql,"
"fmt/1135","SQLite Database File Format","2","","sqlite,db,"
"fmt/729","SQLite Database File Format","3","","sqlite,db,db3,sqlite3,"
"fmt/1126","Sony SR2 RAW Image File","","","sr2,"
"fmt/1903","Garmin Vehicle Images File","","","srf,"
"fmt/1218","SubRip Subtitle File","","","srt,"
"x-fmt/355","SAS Data File","","","ssd,"
"x-fmt/356","SAS for MS-DOS Database","","","ssd,"
"x-fmt/107","AutoCAD Named Plot Style Table","","","stb,"
"fmt/1276","SureThing Project File","","","std,"
"fmt/698","Standard for the Exchange of Product model data","","","step,stp,p21,"
"fmt/1940","EBU Subtitling Data Exchange Format","","","stl,"
"x-fmt/108","STL (Standard Tessellation Language) ASCII","","","stl,"
"fmt/865","STL (Standard Tessellation Language) Binary","","","stl,"
"fmt/717","Scream Tracker Module","1-2","","stm,"
"fmt/453","Verity Collection Stop List","","","stp,"
"fmt/210","Statistica Report File","","","str,"
"fmt/1904","Pasti Floppy Disk Image","","","stx,"
"fmt/958","DirectMusic Style File Format","","","sty,"
"fmt/1690","Microsoft Word for MS-DOS Style Sheet File","Generic","","sty,"
"fmt/1581","Envision Publisher Font Files","","","svf,"
"fmt/933","Simple Vector Format","1","","svf,"
"fmt/934","Simple Vector Format","2","","svf,"
"fmt/91","Scalable Vector Graphics","1.0","","svg,"
"fmt/92","Scalable Vector Graphics","1.1","","svg,"
"fmt/413","Scalable Vector Graphics Tiny","1.2","","svg,"
"x-fmt/109","Scalable Vector Graphics Compressed","","","svgz,"
"fmt/734","SuperScape Virtual Reality Format","","","svr,"
"fmt/826","Scriptware Script Format","","","sw3,"
"fmt/1148","SIDOUN WinAVA Format","","","swa,"
"fmt/1190","Adobe SWC Package","","","swc,"
"fmt/507","Adobe Flash","10","","swf,"
"fmt/757","Adobe Flash","11","","swf,"
"fmt/758","Adobe Flash","12","","swf,"
"fmt/759","Adobe Flash","13","","swf,"
"fmt/760","Adobe Flash","14","","swf,"
"fmt/761","Adobe Flash","15","","swf,"
"fmt/762","Adobe Flash","16","","swf,"
"fmt/763","Adobe Flash","17","","swf,"
"fmt/764","Adobe Flash","18","","swf,"
"fmt/765","Adobe Flash","19","","swf,"
"fmt/766","Adobe Flash","20","","swf,"
"fmt/767","Adobe Flash","21","","swf,"
"fmt/768","Adobe Flash","22","","swf,"
"fmt/769","Adobe Flash","23","","swf,"
"fmt/770","Adobe Flash","24","","swf,"
"fmt/771","Adobe Flash","25","","swf,"
"fmt/772","Adobe Flash","26","","swf,"
"fmt/773","Adobe Flash","27","","swf,"
"fmt/774","Adobe Flash","28","","swf,"
"fmt/775","Adobe Flash","29","","swf,"
"fmt/776","Adobe Flash","30","","swf,"
"fmt/505","Adobe Flash","8","","swf,"
"fmt/506","Adobe Flash","9","","swf,"
"fmt/104","Macromedia Flash","1","","swf,"
"fmt/105","Macromedia Flash","2","","swf,"
"fmt/106","Macromedia Flash","3","","swf,"
"fmt/107","Macromedia Flash","4","","swf,"
"fmt/108","Macromedia Flash","5","","swf,"
"fmt/109","Macromedia Flash","6","","swf,"
"fmt/110","Macromedia Flash","7","","swf,"
"fmt/1865","SWiSH Movie File","","","swi,"
"fmt/1582","Vim SWAP File","","","swp,"
"fmt/129","OpenOffice Calc","1.0","","sxc,"
"fmt/988","ESRI ArcScene Document","","","sxd,"
"fmt/127","OpenOffice Draw","1.0","","sxd,"
"fmt/1583","SXG (ZX Spectrum) Graphic File","","","sxg,"
"fmt/130","OpenOffice Impress","1.0","","sxi,"
"fmt/128","OpenOffice Writer","1.0","","sxw,"
"fmt/820","T64 Tape Image Format","","","t64,"
"fmt/1584","ADRIFT Text Adventure File","","","taf,"
"x-fmt/197","DataFlex Query Tag Name","","","tag,"
"fmt/1802","Transcriber AG TAG Format","","","tag,"
"fmt/802","TAP (Commodore 64)","","","tap,"
"fmt/801","TAP (ZX Spectrum)","","","tap,"
"x-fmt/265","Tape Archive Format","","","tar,"
"fmt/470","Asymetrix Toolbook File","1-5","","tbk,sbk,"
"fmt/1795","Asymetrix Toolbook File","6-11.5","","tbk,sbk,"
"x-fmt/198","Pagemaker TableEditor Graphics","","","tbl,"
"fmt/1585","TurboCalc Document","","","tcd,"
"fmt/1099","TCR eBook","","","tcr,"
"fmt/1586","TheDraw Save File","","","td,"
"x-fmt/199","Turbo Debugger Keystroke Recording File","","","tdk,"
"fmt/1187","Apple iWork Template","13","","template,"
"fmt/1801","Praat TextGrid","","","textgrid,"
"fmt/367","ESRI World File Format","","","tfw,jgw,pgw,bpw,tifw,blw,bilw,jpgw,rasterw,btw,"
"fmt/1587","COKE Format (Atari Falcon)","","","tg1,"
"fmt/402","Truevision TGA Bitmap","2.0","","tga,icb,vda,vst,"
"x-fmt/367","Truevision TGA Bitmap","1.0","","tga,icb,vda,vst,afi,bpx,"
"fmt/1588","TGIF File Format","","","tgif,obj,"
"fmt/524","Microsoft Office Theme","","","thmx,"
"fmt/336","Graphic Workshop for Windows Thumbnail File","","","thn,"
"fmt/1077","AVCHD Thumbnail Index File","","","tid,"
"fmt/1917","BigTIFF","","","tif,tf8,btf,"
"x-fmt/399","Exchangeable Image File Format (Uncompressed)","2.0","","tif,tiff,"
"x-fmt/388","Exchangeable Image File Format (Uncompressed)","2.1","","tif,tiff,"
"x-fmt/387","Exchangeable Image File Format (Uncompressed)","2.2","","tif,tiff,"
"fmt/155","Geographic Tagged Image File Format (GeoTIFF)","","","tif,tiff,"
"fmt/353","Tagged Image File Format","","","tif,tiff,"
"fmt/154","Tagged Image File Format for Electronic Photography (TIFF/EP)","","","tif,tiff,"
"fmt/153","Tagged Image File Format for Image Technology (TIFF/IT)","","","tif,tiff,"
"fmt/156","Tagged Image File Format for Internet Fax (TIFF-FX)","","","tif,tiff,tfx,"
"fmt/1589","Taquart Interlace Picture","","","tip,"
"fmt/1601","Type Library","Type 1","","tlb,"
"fmt/1602","Type Library","Type 2","","tlb,"
"fmt/1487","Timeline Maker Document","","","tlm,tlm3,tlm4,tlmp,"
"fmt/1504","Agisoft Tiled Model","","","tls,"
"fmt/1603","TUNDRA","","","tnd,"
"fmt/1741","Apple Partition Map ISO 9660 Hybrid","","","toast,iso,cdr,"
"fmt/1738","UDF Disc Image","","","toast,iso,cdr,dmg,"
"fmt/1739","UDF-ISO 9660 Bridge Disc","","","toast,iso,cdr,dmg,"
"fmt/1740","Apple Partition Map Disk Image","","","toast,iso,cdr,dmg,bin,img,"
"fmt/1085","TRIM Context Reference File","","","tr5,txt,"
"fmt/1848","Trelby Document File","","","trelby,"
"fmt/455","Verity Collection Index Pending Transaction File","","","trn,"
"fmt/1604","EggPaint (Atari Falcon)","","","trp,"
"fmt/1608","Packed-Ice True Colour Picture [Spooky Sprites] (Atari Falcon)","","","trp,tru,"
"fmt/1607","True Colour Picture [Spooky Sprites] (Atari Falcon)","","","trp,tru,"
"fmt/1606","Packed-Ice True Colour Sprites [Spooky Sprites] (Atari Falcon)","","","trs,"
"fmt/1803","Transcriber TRS Format","","","trs,"
"fmt/1605","True Colour Sprites [Spooky Sprites] (Atari Falcon)","","","trs,"
"fmt/1652","Typescript","","","ts,tsx,"
"fmt/1783","The Spectral Geologist Dataset","7","","tsg,"
"fmt/1782","The Spectral Geologist Dataset","7.15","","tsg,"
"fmt/1717","Time Stamp Token","","","tst,"
"x-fmt/13","Tab-separated Values","","","tsv,tab,"
"fmt/952","True Audio","1","","tta,"
"fmt/953","True Audio","2","","tta,"
"x-fmt/453","TrueType Font","","","ttf,"
"fmt/874","Turtle","","","ttl,"
"fmt/496","TransXchange File Format","","","txc,"
"fmt/1591","ESRI ArcInfo Coverage Annotation File","","","txt,"
"x-fmt/111","Plain Text File","","","txt,"
"fmt/1662","Yamaha TX Wave Audio","","","txw,w01,w02,w03,w04,w05,w06,w07,w08,w09,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,"
"x-fmt/200","PageMaker Time Stamp File","4.0","","tym,"
"fmt/1675","IntelliFont Font File","","","type,lib,"
"fmt/1000","TZX Format","","","tzx,"
"fmt/702","Universal 3D File Format","","","u3d,"
"fmt/1278","Cindex Document","3","","ucdx,utpl,"
"fmt/1279","Cindex Document","4","","ucdx,utpl,"
"fmt/1226","Sparky","2","","ucsf,"
"x-fmt/112","AutoCAD External Database Configuration File","","","udl,"
"fmt/792","Unified Emulator Format","","","uef,hq.uef,"
"x-fmt/201","CCITT G.711 Audio","","","ulaw,"
"x-fmt/454","Microsoft Internet Shortcut","","","url,"
"fmt/1905","Universal Scene Description ASCII File","","","usda,"
"fmt/1102","Uuencoded File","","","uue,"
"fmt/1811","Vips Image","","","v,vips,"
"fmt/1676","Covox ADPCM Audio Files","","","v8,cvx,v2s,v3s,v4s,vmf,"
"fmt/1088","Visual Basic (VB) File","","","vb,"
"fmt/1906","VBM (VDC BitMap) File","","","vbm,"
"fmt/1573","Visual Basic Project File","1-6","","vbp,"
"fmt/1089","VBScript (VBS) File","","","vbs,"
"fmt/1574","Visual Basic Project Workspace File","1-6","","vbw,"
"fmt/905","Variant Call Format","1.x","","vcf,"
"fmt/906","Variant Call Format","2.x","","vcf,"
"fmt/907","Variant Call Format","3.x","","vcf,"
"fmt/908","Variant Call Format","4.x","","vcf,"
"fmt/395","vCard","","","vcf,vcard,"
"fmt/1879","vCard","2.1","","vcf,vcard,"
"fmt/1880","vCard","3","","vcf,vcard,"
"fmt/1881","vCard","4","","vcf,vcard,"
"fmt/387","VCalendar format","","","vcs,"
"fmt/379","Microsoft Visual FoxPro Class Library","","","vcx,"
"fmt/726","Virtual Disk Image","","","vdi,"
"fmt/216","Microsoft Visio XML Drawing","2003-2010","","vdx,"
"fmt/1364","V-Ray Material","XML","","vismat,"
"fmt/499","VivoActive","","","viv,"
"fmt/721","VLW Font File","","","vlw,"
"fmt/1423","HP TRIM Outlook Saved Message File","","","vmbx,mbx,"
"fmt/583","Vector Markup Language","","","vml,html,htm,"
"fmt/1122","VAMAS Surface Chemical Analysis Standard Data Transfer Format","","","vms,"
"fmt/1610","Viacom New Media Graphics","","","vnm,000,"
"fmt/425","Video Object File (MPEG-2 subset)","","","vob,"
"fmt/1736","Creative Voice File","","","voc,"
"fmt/887","SafeGuard Encrypted Virtual Disk","","","vol,hdr,"
"fmt/976","MagicaVoxel Vox format","","","vox,"
"fmt/1356","Virtual Format (Raster)","","","vrt,"
"fmt/1357","Virtual Format (Vector)","","","vrt,"
"fmt/442","Microsoft Visio (generic)","","","vsd,"
"fmt/443","Microsoft Visio Drawing","2003-2010","","vsd,"
"x-fmt/258","Microsoft Visio Drawing","2000-2002","","vsd,vss,vst,"
"fmt/1508","Microsoft Visio Drawing","2","","vsd,vst,vss,"
"fmt/1509","Microsoft Visio Drawing","3","","vsd,vst,vss,"
"x-fmt/113","Microsoft Visio Drawing","5.0","","vsd,vst,vss,"
"fmt/1510","Microsoft Visio Drawing","4","","vsd,vst,vss,vsw,"
"fmt/927","Microsoft Visio Macro-Enabled Drawing","2013","","vsdm,"
"fmt/924","Microsoft Visio Drawing","2013","","vsdx,"
"fmt/1142","VectorWorks Plugin or Script","","","vso,vst,vsm,"
"fmt/928","Microsoft Visio Macro-Enabled Stencil","2013","","vssm,"
"fmt/925","Microsoft Visio Stencil","2013","","vssx,"
"fmt/929","Microsoft Visio Macro-Enabled Template","2013","","vstm,"
"fmt/926","Microsoft Visio Template","2013","","vstx,"
"fmt/985","Valve Texture Format","","","vtf,"
"fmt/1454","Web Video Text Tracks (WebVTT) Format","","","vtt,"
"fmt/1140","VectorWorks","10","","vwx,"
"fmt/1141","VectorWorks","11","","vwx,"
"fmt/450","VectorWorks","12.5","","vwx,"
"fmt/451","VectorWorks","2009","","vwx,"
"fmt/686","Vectorworks","2010","","vwx,"
"fmt/684","Vectorworks","2015","","vwx,"
"fmt/1139","VectorWorks","9","","vwx,"
"x-fmt/203","WordPerfect for Windows Document","5.2","","w52,wp,wpd,wp5,"
"fmt/951","Sonic Foundry WAVE 64","","","w64,wav,"
"fmt/1255","Windows Address Book","","","wab,"
"fmt/1840","WACZ","","","wacz,"
"fmt/500","Internet Explorer for Mac cache file","","","waf,"
"fmt/289","WARC","","","warc,"
"fmt/1355","WARC","1.0","","warc,"
"fmt/1281","WARC","1.1","","warc,"
"fmt/1","Broadcast WAVE","0 Generic","","wav,"
"fmt/706","Broadcast WAVE","0 MPEG Encoding","","wav,"
"fmt/703","Broadcast WAVE","0 PCM Encoding","","wav,"
"fmt/2","Broadcast WAVE","1 Generic","","wav,"
"fmt/707","Broadcast WAVE","1 MPEG Encoding","","wav,"
"fmt/704","Broadcast WAVE","1 PCM Encoding","","wav,"
"fmt/527","Broadcast WAVE","2 Generic","","wav,"
"fmt/708","Broadcast WAVE","2 MPEG Encoding","","wav,"
"fmt/705","Broadcast WAVE","2 PCM Encoding","","wav,"
"fmt/711","Broadcast WAVE","2 WAVEFORMATEXTENSIBLE Encoding","","wav,"
"x-fmt/397","Exchangeable Image File Format (Audio)","2.0","","wav,"
"x-fmt/389","Exchangeable Image File Format (Audio)","2.1","","wav,"
"x-fmt/396","Exchangeable Image File Format (Audio)","2.2","","wav,"
"fmt/6","Waveform Audio","","","wav,"
"fmt/709","Broadcast WAVE","0 WAVEFORMATEXTENSIBLE Encoding","","wav,rf64,"
"fmt/710","Broadcast WAVE","1 WAVEFORMATEXTENSIBLE Encoding","","wav,rf64,"
"fmt/712","RF64","","","wav,rf64,"
"fmt/713","RF64 Multichannel Broadcast Wave format","","","wav,rf64,"
"fmt/141","Waveform Audio (PCMWAVEFORMAT)","","","wav,wave,"
"fmt/142","Waveform Audio (WAVEFORMATEX)","","","wav,wave,"
"fmt/143","Waveform Audio (WAVEFORMATEXTENSIBLE)","","","wav,wave,"
"fmt/834","Quattro Pro Spreadsheet for Windows","1/5","","wb1,"
"fmt/835","Quattro Pro Spreadsheet for Windows","6","","wb2,"
"fmt/836","Quattro Pro Spreadsheet","7-8","","wb3,"
"fmt/754","Microsoft Word Document (Password Protected)","97-2003","","wbk,doc,"
"fmt/497","Wireless Bitmap","","","wbmp,"
"fmt/169","Microsoft Works Database for DOS","1.05","","wdb,"
"fmt/170","Microsoft Works Database for DOS","1.12","","wdb,"
"fmt/171","Microsoft Works Database for DOS","2.0","","wdb,"
"fmt/259","Microsoft Works Database for DOS","3","","wdb,"
"fmt/260","Microsoft Works Database for DOS","3a","","wdb,"
"fmt/261","Microsoft Works Database for DOS","3b","","wdb,"
"fmt/268","Microsoft Works Database for Macintosh","3","","wdb,"
"fmt/269","Microsoft Works Database for Macintosh","4","","wdb,"
"fmt/219","Microsoft Works Database for Windows","2.0","","wdb,"
"fmt/222","Microsoft Works Database for Windows","2.0a","","wdb,"
"fmt/256","Microsoft Works Database for Windows","2000","","wdb,"
"fmt/223","Microsoft Works Database for Windows","3.0","","wdb,"
"fmt/224","Microsoft Works Database for Windows","3.0a","","wdb,"
"fmt/225","Microsoft Works Database for Windows","3.0b","","wdb,"
"fmt/226","Microsoft Works Database for Windows","4.0","","wdb,"
"fmt/246","Microsoft Works Database for Windows","4.0a","","wdb,"
"fmt/249","Microsoft Works Database for Windows","4.5","","wdb,"
"fmt/252","Microsoft Works Database for Windows","4.5a","","wdb,"
"fmt/590","JPEG Extended Range","","","wdp,jxr,"
"fmt/866","Apple Safari Webarchive","","","webarchive,"
"fmt/573","WebM","","","webm,"
"fmt/568","WebP","Extended","","webp,"
"fmt/567","WebP","Lossless","","webp,"
"fmt/566","WebP","Lossy","","webp,"
"fmt/1728","dBASE Windows Form File","","","wfm,"
"x-fmt/202","Corel Wavelet Compressed Bitmap","","","wi,wvl,"
"fmt/614","Windows Imaging Format","","","wim,swm,"
"x-fmt/114","Lotus 1-2-3 Worksheet","2.0","","wk1,wk2,"
"x-fmt/115","Lotus 1-2-3 Worksheet","3.0","","wk3,"
"x-fmt/116","Lotus 1-2-3 Worksheet","4-5","","wk4,"
"x-fmt/117","Lotus 1-2-3 Worksheet","1.0","","wks,"
"fmt/166","Microsoft Works Spreadsheet","1-5","","wks,"
"fmt/270","Microsoft Works Spreadsheet for Macintosh","3","","wks,"
"fmt/271","Microsoft Works Spreadsheet for Macintosh","4","","wks,"
"fmt/459","Verity Collection Word List Descriptor Style Set","","","wld,"
"fmt/461","Verity Collection Index Descriptor File","","","wld,ddd,did,pdd,"
"fmt/1294","602Tab Spreadsheet","","","wls,"
"fmt/132","Windows Media Audio","","","wma,asf,"
"x-fmt/119","Windows Metafile Image","","","wmf,"
"fmt/1796","Wireless Markup Language (WML) Document","1.1","","wml,"
"fmt/441","Windows Media Video (WVC1)","9 Advanced Profile (WVC1)","","wmv,"
"fmt/584","Windows Media Metafile","","","wmx,wax,wvx,asx,"
"fmt/616","Web Open Font Format","1.0","","woff,"
"fmt/1172","Web Open Font Format","2.0","","woff2,"
"fmt/1256","MapInfo Workspace File","","","wor,"
"fmt/1424","WordPerfect Encrypted Document","4.2","","wp,"
"x-fmt/393","WordPerfect for MS-DOS Document","5.0","","wp,wp5,wpd,w50,doc,"
"fmt/949","WordPerfect","4.0/4.1/4.2","","wp4,wpd,"
"x-fmt/394","WordPerfect for MS-DOS/Windows Document","5.1","","wp5,wpd,w51,wp,doc,"
"fmt/892","Compound WordPerfect for Windows Document","6 onwards","","wpd,doc,wp6,wp,w60,"
"fmt/1293","602Text Document","","","wpd,wpt,"
"x-fmt/395","WordPerfect Graphics Metafile","1.0","","wpg,"
"fmt/1042","WordPerfect Graphics Metafile","2.0","","wpg,"
"x-fmt/287","DEC WPS Plus Document","","","wpl,"
"fmt/589","Windows Media Playlist","","","wpl,"
"x-fmt/204","Microsoft Word for Windows Macro","","","wpm,"
"fmt/1850","WordPerfect Macro File","","","wpm,wcm,"
"fmt/163","Microsoft Works Word Processor 1-3 for DOS and 2 for Windows","","","wps,"
"fmt/233","Microsoft Works Word Processor 3-4 for Windows","","","wps,"
"fmt/258","Microsoft Works Word Processor 5-6","","","wps,"
"fmt/272","Microsoft Works Word Processor Macintosh","3","","wps,"
"fmt/273","Microsoft Works Word Processor Macintosh","4","","wps,"
"x-fmt/121","Quattro Pro Spreadsheet for DOS","1-4","","wq1,wkq,"
"x-fmt/122","Quattro Pro Spreadsheet for DOS","5","","wq2,wkq,"
"fmt/1611","WRAptor Compressed File","1; 2; 3","","wra,wr3,"
"x-fmt/12","Write for Windows Document","3.0","","wri,"
"x-fmt/4","Write for Windows Document","3.1","","wri,"
"fmt/1214","Cakewalk WRK Project","","","wrk,"
"fmt/93","Virtual Reality Modeling Language","1.0","","wrl,"
"fmt/94","Virtual Reality Modeling Language","2.0","","wrl,"
"x-fmt/236","WordStar for MS-DOS Document","5.5","","ws,"
"x-fmt/260","WordStar for MS-DOS Document","4.0","","ws,ws4,"
"x-fmt/205","WordStar for MS-DOS Document","5.0","","ws,ws5,"
"x-fmt/237","WordStar for MS-DOS Document","6.0","","ws,ws6,"
"x-fmt/261","WordStar for MS-DOS Document","7.0","","ws,ws7,"
"x-fmt/262","WordStar for Windows Document","2.0","","ws,wsw,"
"x-fmt/370","WordStar for MS-DOS Document","3.0","","ws3,ws,"
"x-fmt/206","WordStar for Windows Document","1.0","","wsd,ws,wsw,"
"fmt/579","X3D","3.0","","x3d,"
"fmt/580","X3D","3.1","","x3d,"
"fmt/581","X3D","3.2","","x3d,"
"fmt/582","X3D","3.3","","x3d,"
"fmt/661","Sigma RAW Image","","","x3f,"
"fmt/600","eXtensible ARchive format","","","xar,"
"fmt/922","Xar Image Format","","","xar,"
"fmt/1612","XBIN (eXtended BIN)","","","xb,"
"fmt/805","XAML Binary Format","","","xbf,"
"x-fmt/299","X-Windows Bitmap Image","X10","","xbm,"
"x-fmt/207","X-Windows Bitmap Image","X11","","xbm,"
"fmt/615","Gimp Image File Format","","","xcf,"
"x-fmt/300","X-Windows Screen Dump File","X10","","xdm,xwd,"
"fmt/1455","Primavera P6 Project Management XER File","","","xer,"
"fmt/1501","XML Forms Data Format","","","xfdf,"
"fmt/1479","XIFF (Xerox Image File Format)","2","","xif,"
"fmt/1480","XIFF (Xerox Image File Format)","3","","xif,"
"fmt/1657","XIMG (Extended GEM Bit Image)","","","ximg,img,"
"x-fmt/124","Microsoft Excel Add-In","","","xla,xll,"
"x-fmt/123","Microsoft Excel Macro","4.0","","xla,xlm,"
"fmt/628","Microsoft Excel Macro-Enabled Add-In","2007","","xlam,"
"x-fmt/125","Microsoft Excel Toolbar","","","xlb,"
"fmt/553","Microsoft Excel Chart","2.x","","xlc,"
"fmt/554","Microsoft Excel Chart","3.0","","xlc,"
"x-fmt/126","Microsoft Excel Chart","4.0","","xlc,"
"x-fmt/127","AutoCAD Xref Log","","","xlg,"
"x-fmt/23","Microsoft Excel Backup","","","xlk,"
"fmt/555","Microsoft Excel Macro","2.x","","xlm,"
"fmt/556","Microsoft Excel Macro","3.0","","xlm,"
"fmt/901","Microsoft Works Spreadsheet","6-9","","xlr,"
"fmt/55","Microsoft Excel 2.x Worksheet (xls)","2","","xls,"
"fmt/56","Microsoft Excel 3.0 Worksheet (xls)","3","","xls,"
"fmt/57","Microsoft Excel 4.0 Worksheet (xls)","4S","","xls,"
"fmt/61","Microsoft Excel 97 Workbook (xls)","8","","xls,xlw,"
"fmt/595","Microsoft Excel Non-XML Binary Workbook","2007 onwards","","xlsb,"
"fmt/445","Microsoft Excel Macro-Enabled","2007","","xlsm,"
"fmt/214","Microsoft Excel for Windows","2007 onwards","","xlsx,"
"fmt/1828","XLSX Strict OOXML Spreadsheet","2007 onwards","","xlsx,"
"fmt/494","Microsoft Office Encrypted Document","2007 Onwards","","xlsx,pptx,docx,"
